Category	id	preview	title
Basiskarten/Luftbilder	k_luftbild1959	luftbilder/kvor_luftbild1959_04.jpg	Luftbilder 1959 (Maßstab 1:4 000)
Basiskarten/Luftbilder	k_luftbild1964_1	luftbilder/kvor_luftbild1964_10.jpg	Luftbilder 1964 (Maßstab 1:10 000)
Basiskarten/Luftbilder	k_luftbild1964	luftbilder/kvor_luftbild1964_04.jpg	Luftbilder 1964 (Maßstab 1:4 300)
Basiskarten/Luftbilder	k_luftbild1969_1	luftbilder/kvor_luftbild1969_10.jpg	Luftbilder 1969 (Maßstab 1:10 000)
Basiskarten/Luftbilder	k_luftbild1969	luftbilder/kvor_luftbild1969_04.jpg	Luftbilder 1969 (Maßstab 1:4 000)
Basiskarten/Luftbilder	k_luftbild1974_1	luftbilder/kvor_luftbild1974_10.jpg	Luftbilder 1974 (Maßstab 1:10 000)
Basiskarten/Luftbilder	k_luftbild1974	luftbilder/kvor_luftbild1974_04.jpg	Luftbilder 1974 (Maßstab 1:4 000)
Basiskarten/Luftbilder	k_luftbild1979_1	luftbilder/kvor_luftbild1979_10.jpg	Luftbilder 1979 (Maßstab 1:10 000)
Basiskarten/Luftbilder	k_luftbild1979	luftbilder/kvor_luftbild1979_04.jpg	Luftbilder 1979 (Maßstab 1:4 000)
Basiskarten/Luftbilder	k_luftbild1984	luftbilder/kvor_luftbild1984_04.jpg	Luftbilder 1984 (Maßstab 1:4 000)
Basiskarten/Luftbilder	k_luftbild1984_1	luftbilder/kvor_luftbild1984_10.jpg	Luftbilder 1984 (Maßstab 1:9 700)
Basiskarten/Luftbilder	k_luftbild1985	luftbilder/kvor_luftbild1985.jpg	Luftbilder 1985 (Maßstab 1:12 000)
Basiskarten/Luftbilder	k_luftbild1989_1	luftbilder/kvor_luftbild1989_10.jpg	Luftbilder 1989 (Maßstab 1:10 000)
Basiskarten/Luftbilder	k_luftbild1989	luftbilder/kvor_luftbild1989_04.jpg	Luftbilder 1989 (Maßstab 1:4 000)
Basiskarten/Luftbilder	k_luftbild1990	luftbilder/kvor_luftbild1990.jpg	Luftbilder 1990 (Maßstab 1:12 000)
Basiskarten/Luftbilder	k_luftbild1991	luftbilder/kvor_luftbild1991.gif	Luftbilder 1991 (Maßstab 1:32 000)
Basiskarten/Luftbilder	k_luftbild1992_03_CO	luftbilder/kvor_luftbild1992_03_CO.jpg	Luftbilder 1992 Farbe (Maßstab 1:3 000)
Basiskarten/Luftbilder	k_luftbild1992_10	luftbilder/kvor_luftbild1992_10.gif	Luftbilder 1992 (Maßstab 1:10 000)
Basiskarten/Luftbilder	k_luftbild1992_03_SW	luftbilder/kvor_luftbild1992_03_SW.jpg	Luftbilder 1992 (Maßstab 1:3 000)
Basiskarten/Luftbilder	k_luftbild1993_03	luftbilder/kvor_luftbild1993_03.jpg	Luftbilder 1993 (Maßstab 1:3 000)
Basiskarten/Luftbilder	k_luftbild1993_04	luftbilder/kvor_luftbild1993_04.jpg	Luftbilder 1993 (Maßstab 1:4 000)
Basiskarten/Luftbilder	k_luftbild1994_10	luftbilder/kvor_luftbild1994_10.jpg	Luftbilder 1994 (Farbe Maßstab 1:10 000)
Basiskarten/Luftbilder	k_luftbild1994_12	luftbilder/kvor_luftbild1994_12.gif	Luftbilder 1994 (Maßstab 1:12 500)
Basiskarten/Luftbilder	k_luftbild1994_04	luftbilder/kvor_luftbild1994_04.jpg	Luftbilder 1994 (Maßstab 1:4 000)
Basiskarten/Luftbilder	k_luftbild1995_05	luftbilder/kvor_luftbild1995_05.gif	Luftbilder 1995 (Farb-Infrarot Maßstab 1:5 000)
Basiskarten/Luftbilder	k_luftbild1995_03	luftbilder/kvor_luftbild1995_03.jpg	Luftbilder 1995 (Maßstab 1:3 000)
Basiskarten/Luftbilder	k_luftbild1995_04	luftbilder/kvor_luftbild1995_04.jpg	Luftbilder 1995 (Maßstab 1:4 000)
Basiskarten/Luftbilder	k_luftbild1995_06	luftbilder/kvor_luftbild1995_06.jpg	Luftbilder 1995 (Maßstab 1:6 000)
Basiskarten/Luftbilder	k_luftbild1995_80	luftbilder/kvor_luftbild1995_80.gif	Luftbilder 1995 (Maßstab 1:80 000)
Basiskarten/Luftbilder	k_luftbild1996	luftbilder/kvor_luftbild1996.jpg	Luftbilder 1996 (Maßstab 1:12 000)
Basiskarten/Luftbilder	k_luftbild1997_10	luftbilder/kvor_luftbild1997_10.jpg	Luftbilder 1997 (Farbe Maßstab 1:10 000)
Basiskarten/Luftbilder	k_luftbild1997_05	luftbilder/kvor_luftbild1997_05.jpg	Luftbilder 1997 (Maßstab 1:5 000)
Basiskarten/Luftbilder	k_luftbild1998	luftbilder/kvor_luftbild1998.jpg	Luftbilder 1998 (Maßstab 1:5 000)
Basiskarten/Luftbilder	k_luftbild1999	luftbilder/kvor_luftbild1999.gif	Luftbilder 1999 (Maßstab 1:10 000)
Basiskarten/Luftbilder	k_luftbild2000	luftbilder/kvor_luftbild2000.gif	Luftbilder 2000 (Farb-Infrarot Maßstab 1:5 000)
Basiskarten/Luftbilder	ortsteil	kvor_ortsteile.gif	Ortsteile von Berlin
Basiskarten/Luftbilder	polizeidirektionen	kvor_polizeidirektionen.gif	Polizeidirektionen und Polizeiabschnitte
Basiskarten/Luftbilder	plz	kvor_plz.gif	Postleitzahlen
Basiskarten/Luftbilder	uk50stadtplan	kvor_uk50stadtplan.gif	Stadtplan (Übersichtskarte 1:50.000)
Basiskarten/Luftbilder	uk50farbe	kvor_uk50farbe.gif	Übersichtskarte von Berlin 1: 50 000 (ÜK50) 10-farbig
Basiskarten/Luftbilder	uk50farbe4	kvor_uk50farbe4.gif	Übersichtskarte von Berlin 1: 50 000 (ÜK50) 4-farbig
Basiskarten/Luftbilder	uk50sw	kvor_uk50sw.gif	Übersichtskarte von Berlin 1: 50 000 (ÜK50) S/W-Kombi
Basiskarten/Luftbilder	vkz	kvor_vkz.gif	Verkehrszellen/Teilverkehrszellen in Berlin
Basiskarten/Luftbilder	wmsk_de_bkg_webatlas	kvor_webatlagif	WebAtlas Deutschland
Basiskarten/Luftbilder	s_lor_bez	sachdaten/default.gif	Lebensweltlich orientierte Räume (LOR)- Bezirksregionen
Basiskarten/Luftbilder	s_lor_plan	sachdaten/default.gif	Lebensweltlich orientierte Räume (LOR)- Planungsräume
Basiskarten/Luftbilder	s_lor_prog	sachdaten/default.gif	Lebensweltlich orientierte Räume (LOR)- Prognoseräume
Basiskarten/Luftbilder	sach_oteil	sachdaten/default.gif	Ortsteile
Basiskarten/Luftbilder	s_polab	sachdaten/default.gif	Polizeiabschnitte
Basiskarten/Luftbilder	s_poldir	sachdaten/default.gif	Polizeidirektionen
Historische Karten	berlin1650	karte_berlin1650.gif	Berlin um 1650
Historische Karten	berlin1690	karte_berlin1690.gif	Berlin um 1690
Historische Karten	berlin1750	karte_berlin1750.gif	Berlin um 1750
Historische Karten	berlin1800	karte_berlin1800.gif	Berlin um 1800
Historische Karten	berlin1850	karte_berlin1850.gif	Berlin um 1850
Historische Karten	berlin1880	karte_berlin1880.gif	Berlin um 1880
Historische Karten	berlin1900	kvor_berlin1900.gif	Berlin um 1900 (AISBer)
Historische Karten	berlin1910	karte_berlin1910.gif	Berlin um 1910
Historische Karten	berlin1940	karte_berlin1940.gif	Berlin um 1940
Historische Karten	berlin1986	karte_berlin1986.gif	Berlin um 1986
Historische Karten	gebaeudealter	karte_gebaeudealter.gif	Gebäudealter 1992/93
Historische Karten	gebschaden	karte_gebschaden.gif	Gebäudeschäden 1945
Historische Karten	hobrecht	karte_hobrecht.gif	Hobrechtplan 1862
Historische Karten	k5_historie	karte_k5.gif	Karte von Berlin 1:5000 (K5) Historie
Historische Karten	straubeplan	karte_straubeplan.gif	Straubes Übersichtsplan von Berlin (Historische Mitte)
Historische Karten	k_mauer	kvor_mauer.jpg	Verlauf der Berliner Mauer 1989
Monitoring Soziale Stadtentwicklung	MsozS_K02_2012	sozstadt/2013/V_Msoz_gelb_rot_4.gif	Alleinerziehende Haushalte 2012 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_K02_V2_2012	sozstadt/2013/V_Msoz_mint_lila_4.gif	Alleinerziehende Haushalte 2012 (LOR) - V 2
Monitoring Soziale Stadtentwicklung	MsozS_K03_2012	sozstadt/2013/V_Msoz_gelb_rot_4.gif	Altersarmut 2012 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_K01_2012	sozstadt/2013/V_Msoz_gelb_rot_4.gif	Arbeitslose unter 25 Jahren (Jugendarbeitslosigkeit) 2012 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_K01_V2_2012	sozstadt/2013/V_Msoz_mint_lila_4.gif	Arbeitslose unter 25 Jahren (Jugendarbeitslosigkeit) 2012 (LOR) - V 2
Monitoring Soziale Stadtentwicklung	MsozSarblos252004	sozstadt/2006/v_monitor_gelb_rot.gif	Arbeitslose unter 25 Jahren 2004
Monitoring Soziale Stadtentwicklung	MsozSarblos252006	sozstadt/2007/v_monitor_gelb_rot.gif	Arbeitslose unter 25 Jahren 2006
Monitoring Soziale Stadtentwicklung	MsozSarblos252006LOR	sozstadt/2007/v_monitor_gelb_rotLOR.gif	Arbeitslose unter 25 Jahren 2006 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_S2_arblos252007Vz	sozstadt/2008/v_monitor_gelb_rot.gif	Arbeitslose unter 25 Jahren 2007
Monitoring Soziale Stadtentwicklung	MsozS_S2_arblos252007LOR	sozstadt/2008/v_monitor_gelb_rot_LOR.gif	Arbeitslose unter 25 Jahren 2007 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_S2_arblos252008LOR	sozstadt/2009/v_monitor_gelb_rot_LOR.gif	Arbeitslose unter 25 Jahren 2008 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_S2_arblos252009LOR	sozstadt/2010/v_monitor_gelb_rot_LOR.gif	Arbeitslose unter 25 Jahren 2009 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_S2_arblos252010LOR	sozstadt/2011/v_monitor_gelb_rot_LOR.gif	Arbeitslose unter 25 Jahren 2010 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_E20_Varblos252008LOR	sozstadt/2009/v_monitor_blau_rot_LOR.gif	Arbeitslose unter 25 Jahren: Veränderung 2008 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_E20_2009LOR	sozstadt/2010/v_monitor_blau_rot_LOR.gif	Arbeitslose unter 25 Jahren: Veränderung 2009 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_E20_2010LOR	sozstadt/2011/v_monitor_blau_rot_LOR.gif	Arbeitslose unter 25 Jahren: Veränderung 2010 (LOR)
Monitoring Soziale Stadtentwicklung	MsozSaArblos2004	sozstadt/2006/v_monitor_gelb_rot.gif	Arbeitslose ausländische: 2004
Monitoring Soziale Stadtentwicklung	MsozSaArblosv04	sozstadt/2006/v_monitor_blau_rot.gif	Arbeitslose ausländische: Veränderung 2003-2004
Monitoring Soziale Stadtentwicklung	MsozSdtArblos2004	sozstadt/2006/v_monitor_gelb_rot.gif	Arbeitslose deutsche: 2004
Monitoring Soziale Stadtentwicklung	MsozSdtarbl_v04	sozstadt/2006/v_monitor_blau_rot.gif	Arbeitslose deutsche: Veränderung 2003-2004
Monitoring Soziale Stadtentwicklung	MsozSarblos_v2004	sozstadt/2006/v_monitor_blau_rot.gif	Arbeitslose: Veränderung 2003-2004
Monitoring Soziale Stadtentwicklung	MsozS_E19_Varblos2008LOR	sozstadt/2009/v_monitor_blau_rot_LOR.gif	Arbeitslose: Veränderung 2008 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_E19_2009LOR	sozstadt/2010/v_monitor_blau_rot_LOR.gif	Arbeitslose: Veränderung 2009 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_E19_2010LOR	sozstadt/2011/v_monitor_blau_rot_LOR.gif	Arbeitslose: Veränderung 2010 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_D1_2012	sozstadt/2013/V_Msoz_rot_blau_6.gif	Arbeitslose: Veränderung 2011-2012 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_D1_V2_2012	sozstadt/2013/V_Msoz_rot_gruen_3.gif	Arbeitslose: Veränderung 2011-2012 (LOR) - V 2
Monitoring Soziale Stadtentwicklung	MsozSarblos2004	sozstadt/2006/v_monitor_gelb_rot.gif	Arbeitslosenanteil 2004
Monitoring Soziale Stadtentwicklung	MsozSarblos2006	sozstadt/2007/v_monitor_gelb_rot.gif	Arbeitslosenanteil 2006
Monitoring Soziale Stadtentwicklung	MsozSarblos2006LOR	sozstadt/2007/v_monitor_gelb_rotLOR.gif	Arbeitslosenanteil 2006 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_S1_arblos2007Vz	sozstadt/2008/v_monitor_gelb_rot.gif	Arbeitslosenanteil 2007
Monitoring Soziale Stadtentwicklung	MsozS_S1_arblos2007LOR	sozstadt/2008/v_monitor_gelb_rot_LOR.gif	Arbeitslosenanteil 2007 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_S1_arblos2008LOR	sozstadt/2009/v_monitor_gelb_rot_LOR.gif	Arbeitslosenanteil 2008 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_S1_arblos2009LOR	sozstadt/2010/v_monitor_gelb_rot_LOR.gif	Arbeitslosenanteil 2009 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_S1_arblos2010LOR	sozstadt/2011/v_monitor_gelb_rot_LOR.gif	Arbeitslosenanteil 2010 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_S1_2012	sozstadt/2013/V_Msoz_gelb_rot_4.gif	Arbeitslosenanteil 2012 (LOR)
Monitoring Soziale Stadtentwicklung	MsozS_S1_V2_2012	sozstadt/2013/V_Msoz_rot_gruen_4.gif	Arbeitslosenanteil 2012 (LOR) - V2
Monitoring Soziale Stadtentwicklung	MsozSarab2004	sozstadt/2006/v_monitor_gelb_rot.gif	Ausländer 2004 - arabische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozSGUS2004	sozstadt/2006/v_monitor_gelb_rot.gif	Ausländer 2004 - aus GUS-Staaten
Monitoring Soziale Stadtentwicklung	MsozSJugo2004	sozstadt/2006/v_monitor_gelb_rot.gif	Ausländer 2004 - aus Jugoslawien und dessen Nachfolgestaaten
Monitoring Soziale Stadtentwicklung	MsozSPol2004	sozstadt/2006/v_monitor_gelb_rot.gif	Ausländer 2004 - polnische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_neueEU2002	sozstadt/2006/v_monitor_gelb_rot.gif	Ausländer 2004 - Staatsbürger aus den neuen Beitrittsländern der EU
Monitoring Soziale Stadtentwicklung	MsozSEU2004	sozstadt/2006/v_monitor_gelb_rot.gif	Ausländer 2004 - Staatsbürger aus EU-Staaten
Monitoring Soziale Stadtentwicklung	MsozSTK2004	sozstadt/2006/v_monitor_gelb_rot.gif	Ausländer 2004 - türkische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E5_2006LOR	sozstadt/2007/v_monitor_gelb_rotLOR.gif	Ausländer 2006 (LOR) - arabische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E6_2006LOR	sozstadt/2007/v_monitor_gelb_rotLOR.gif	Ausländer 2006 (LOR) - aus GUS-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E7_2006LOR	sozstadt/2007/v_monitor_gelb_rotLOR.gif	Ausländer 2006 (LOR) - aus Jugoslawien und dessen Nachfolgestaaten
Monitoring Soziale Stadtentwicklung	MsozS_E10_2006LOR	sozstadt/2007/v_monitor_gelb_rotLOR.gif	Ausländer 2006 (LOR) - polnische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E9_2006LOR	sozstadt/2007/v_monitor_gelb_rotLOR.gif	Ausländer 2006 (LOR) - Staatsbürger aus den neuen Beitrittsländern der EU
Monitoring Soziale Stadtentwicklung	MsozS_E8_2006LOR	sozstadt/2007/v_monitor_gelb_rotLOR.gif	Ausländer 2006 (LOR) - Staatsbürger aus EU-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E4_2006LOR	sozstadt/2007/v_monitor_gelb_rotLOR.gif	Ausländer 2006 (LOR) - türkische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E10_2007LOR	sozstadt/2008/v_monitor_gelb_rot_LOR.gif	Ausländer 2007 (LOR) - aus den GUS-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E11_2007LOR	sozstadt/2008/v_monitor_gelb_rot_LOR.gif	Ausländer 2007 (LOR) - aus Jugoslawien und dessen Nachfolgestaaten
Monitoring Soziale Stadtentwicklung	MsozS_E14_2007LOR	sozstadt/2008/v_monitor_gelb_rot_LOR.gif	Ausländer 2007 (LOR) - polnische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E12_2007LOR	sozstadt/2008/v_monitor_gelb_rot_LOR.gif	Ausländer 2007 (LOR) - Staatsbürger aus (15) EU-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E13_2007LOR	sozstadt/2008/v_monitor_gelb_rot_LOR.gif	Ausländer 2007 (LOR) - Staatsbürger aus den neuen (12) EU-Beitrittsländern
Monitoring Soziale Stadtentwicklung	MsozS_E8_2007LOR	sozstadt/2008/v_monitor_gelb_rot_LOR.gif	Ausländer 2007 (LOR) - türkische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E9_2007LOR	sozstadt/2008/v_monitor_gelb_rot_LOR.gif	Ausländer 2007 (LOR)- arabische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E15_2007LOR	sozstadt/2008/v_monitor_gelb_rot_LOR.gif	Ausländer 2007 (LOR)- Staatsbürger aus allen 27-EU-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E9_2007Vz	sozstadt/2008/v_monitor_gelb_rot.gif	Ausländer 2007 - arabische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E10_2007Vz	sozstadt/2008/v_monitor_gelb_rot.gif	Ausländer 2007 - aus den GUS-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E11_2007Vz	sozstadt/2008/v_monitor_gelb_rot.gif	Ausländer 2007 - aus Jugoslawien und dessen Nachfolgestaaten
Monitoring Soziale Stadtentwicklung	MsozS_E14_2007Vz	sozstadt/2008/v_monitor_gelb_rot.gif	Ausländer 2007 - polnische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E12_2007Vz	sozstadt/2008/v_monitor_gelb_rot.gif	Ausländer 2007 - Staatsbürger aus (15) EU-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E15_2007Vz	sozstadt/2008/v_monitor_gelb_rot.gif	Ausländer 2007 - Staatsbürger aus allen 27-EU-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E13_2007Vz	sozstadt/2008/v_monitor_gelb_rot.gif	Ausländer 2007 - Staatsbürger aus den neuen (12) EU-Beitrittsländern
Monitoring Soziale Stadtentwicklung	MsozS_E8_2007Vz	sozstadt/2008/v_monitor_gelb_rot.gif	Ausländer 2007 - türkische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E13_2008LOR	sozstadt/2009/v_monitor_gelb_rot_LOR.gif	Ausländer 2008 (LOR) - aus den GUS-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E14_2008LOR	sozstadt/2009/v_monitor_gelb_rot_LOR.gif	Ausländer 2008 (LOR) - aus Jugoslawien und dessen Nachfolgestaaten
Monitoring Soziale Stadtentwicklung	MsozS_E17_2008LOR	sozstadt/2009/v_monitor_gelb_rot_LOR.gif	Ausländer 2008 (LOR) - polnische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E15_2008LOR	sozstadt/2009/v_monitor_gelb_rot_LOR.gif	Ausländer 2008 (LOR) - Staatsbürger aus (15) EU-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E16_2008LOR	sozstadt/2009/v_monitor_gelb_rot_LOR.gif	Ausländer 2008 (LOR) - Staatsbürger aus den neuen (12) EU-Beitrittsländern
Monitoring Soziale Stadtentwicklung	MsozS_E11_2008LOR	sozstadt/2009/v_monitor_gelb_rot_LOR.gif	Ausländer 2008 (LOR) - türkische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E12_2008LOR	sozstadt/2009/v_monitor_gelb_rot_LOR.gif	Ausländer 2008 (LOR)- arabische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E18_2008LOR	sozstadt/2009/v_monitor_gelb_rot_LOR.gif	Ausländer 2008 (LOR)- Staatsbürger aus allen 27-EU-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E12_2009LOR	sozstadt/2010/v_monitor_gelb_rot_LOR.gif	Ausländer 2009 (LOR) - arabische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E13_2009LOR	sozstadt/2010/v_monitor_gelb_rot_LOR.gif	Ausländer 2009 (LOR) - aus den GUS-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E14_2009LOR	sozstadt/2010/v_monitor_gelb_rot_LOR.gif	Ausländer 2009 (LOR) - aus Jugoslawien und dessen Nachfolgestaaten
Monitoring Soziale Stadtentwicklung	MsozS_E17_2009LOR	sozstadt/2010/v_monitor_gelb_rot_LOR.gif	Ausländer 2009 (LOR) - polnische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E15_2009LOR	sozstadt/2010/v_monitor_gelb_rot_LOR.gif	Ausländer 2009 (LOR) - Staatsbürger aus (15) EU-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E18_2009LOR	sozstadt/2010/v_monitor_gelb_rot_LOR.gif	Ausländer 2009 (LOR) - Staatsbürger aus allen 27- EU-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E16_2009LOR	sozstadt/2010/v_monitor_gelb_rot_LOR.gif	Ausländer 2009 (LOR) - Staatsbürger aus den neuen (12) EU-Beitrittsländern
Monitoring Soziale Stadtentwicklung	MsozS_E11_2009LOR	sozstadt/2010/v_monitor_gelb_rot_LOR.gif	Ausländer 2009 (LOR) - türkische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E12_2010LOR	sozstadt/2011/v_monitor_gelb_rot_LOR.gif	Ausländer 2010 (LOR) - arabische Staatsbürger
Monitoring Soziale Stadtentwicklung	MsozS_E13_2010LOR	sozstadt/2011/v_monitor_gelb_rot_LOR.gif	Ausländer 2010 (LOR) - aus den GUS-Staaten
Monitoring Soziale Stadtentwicklung	MsozS_E14_2010LOR	sozstadt/2011/v_monitor_gelb_rot_LOR.gif	Ausländer 2010 (LOR) - aus Jugoslawien und dessen Nachfolgestaaten
