Geologische Bohrdaten	?id=re_bohrpunktegeo@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Geologische Skizze	?id=re_geoskizze@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Geothermisches Potenzial - spezifische Entzugsleistung für 1800 h/a	?id=re_entzugspot1800@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Geothermisches Potenzial - spezifische Entzugsleistung für 2400 h/a	?id=re_entzugspot2400@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Geothermisches Potenzial - spezifische Wärmeleitfähigkeit bis 40, 60, 80, 100m	?id=re_wleit@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grünanlagenbestand Berlin (einschließlich der öffentlichen Spielplätze)	?id=re_gruenanlagenbestand@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grundwassergleichen 2011	?id=re_gwgleichen2011@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grundwassergleichen 2012	?id=re_gwgleichen2012@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grundwassergleichen 2013	?id=re_gwgleichen2013@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grundwassergleichen 2014	?id=re_gwgleichen2014@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grundwassergleichen des Hauptgrundwasserleiters 2015	?id=re_gwgleichen_haupt@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grundwassergleichen des Panketalgrundwasserleiters 2015	?id=re_gwgleichen_panke@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grundwassermessstellen	?id=re_gw_messstellen@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grundwassertemperatur 100m unter Geländeoberfläche 2012 (Umweltatlas)	?id=re_gwtemp100@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grundwassertemperatur 20m unter Geländeoberfläche 2010 (Umweltatlas)	?id=re_gwtemp20m@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grundwassertemperatur 20m unter Geländeoberfläche 2012 (Umweltatlas)	?id=re_gwtemp20@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grundwassertemperatur 40m unter Geländeoberfläche 2012 (Umweltatlas)	?id=re_gwtemp40@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grundwassertemperatur 60m unter Geländeoberfläche 2012 (Umweltatlas)	?id=re_gwtemp60@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grundwassertemperatur 80m unter Geländeoberfläche 2012 (Umweltatlas)	?id=re_gwtemp80@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grundwassertemperatur für den Bezugshorizont 0m NHN 2010 (Umweltatlas)	?id=re_gwtemp0m@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Grün- und Freiflächenbestand 2010 (Umweltatlas)	?id=re_nutz2010_grz@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Hausumringe Berlin	?id=re_hausumringe@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Ingenieurgeologische Karte	?id=re_inggeo@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Kanalisation 2012 (Umweltatlas)	?id=re_02_09kanalisation2012@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Katasterämter der Berliner Vermessung	?id=s_kataster@senstadt&type=WFS&themeType=alphaData&showCapUrl=true
Kleingartenbestand Berlin	?id=re_kleingarten@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Klimafunktionen und Planungshinweise Stadtklima 2001 (Umweltatlas)	?id=re_klifu@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Klimafunktionen und Planungshinweise Stadtklima 2005 (Umweltatlas)	?id=re_s04_11_2plan_stadtklima2005@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Kompensationsflächenkataster, Flächen zum	?id=re_kis@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Landschaftsplanverfahren	?id=re_lplan@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Langjähriges Mittel der Lufttemperatur (Umweltatlas)	?id=re_lutemittel@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Lebensweltlich orientierte Räume (LOR) - Bezirksregionen	?id=re_bezirksregion@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Lebensweltlich orientierte Räume (LOR) - Planungsräume	?id=re_planungsraum@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Lebensweltlich orientierte Räume (LOR) - Prognoseräume	?id=re_prognose@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Luftreinhalteplan 2011-2017-Szenarios Kfz-Verkehr 2015: MB1 Fahrzeugtechnik	?id=re_03_11_3_LRP_mb1@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Luftreinhalteplan 2011-2017-Szenarios Kfz-Verkehr 2015: MB2 Verkehrsfluss	?id=re_03_11_3_LRP_mb2@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Luftreinhalteplan 2011-2017-Szenarios Kfz-Verkehr 2015: MB3 Tempo 30 Hotspots	?id=re_03_11_3_LRP_mb3@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Luftreinhalteplan 2011-2017-Szenarios Kfz-Verkehr 2015: MB4 städt. Hintergrund	?id=re_03_11_3_LRP_mb4@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Luftreinhalteplan 2011-2017-Szenarios Kfz-Verkehr 2015: MB5 Kfz-Flotte 2020	?id=re_03_11_3_LRP_mb5@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Mittelmaßstäbige Landwirtschaftliche Standortkartierung (MMK)	?id=re_mmk@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Monitoring Soziale Stadt 2013: Index-Indikatoren	?id=re_IndexInd_MSS2013@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Monitoring Soziale Stadtentwicklung 2013: Indizes	?id=re_Indizes_MSS2013@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Monitoring Soziale Stadtentwicklung 2013: Kontextindikatoren	?id=re_KontextInd_MSS2013@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Ortsteile von Berlin	?id=re_ortsteil@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Polizeiabschnitte	?id=re_abschnitt@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Polizeidirektionen	?id=re_direktion@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Postleitzahlen von Berlin	?id=re_postleit@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Radverkehrsanlagen	?id=re_vms_radverkehrsanlagen@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Sanierungsgebiete, ab 2002 aufgehoben	?id=re_sanier_auf@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Sanierungsgebiete, festgelegt	?id=re_sanier@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Schutzgebiete nach Naturschutzrecht (inklusive Natura 2000)	?id=re_schutzgebiete@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Solaranlagen - Photovoltaik auf Bezirksebene (Umweltatlas)	?id=re_08_09_1pv_bez2013@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Solaranlagen - Photovoltaik auf Bezirksregionebene (Umweltatlas)	?id=re_08_09_1pv_bzr2013@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Solaranlagen - Photovoltaik auf Blockebene (Umweltatlas)	?id=re_08_09_1pv_block2013@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Solaranlagen - Photovoltaik auf Planungsraumebene (Umweltatlas)	?id=re_08_09_1pv_plr2013@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Solaranlagen - Photovoltaik auf Prognoseraumebene (Umweltatlas)	?id=re_08_09_1pv_prg2013@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Solaranlagen - Thermie auf Bezirksebene (Umweltatlas)	?id=re_08_09_2th_bez2013@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Solaranlagen - Thermie auf Bezirksregionebene (Umweltatlas)	?id=re_08_09_2th_bzr2013@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Solaranlagen - Thermie auf Planungsraumebene (Umweltatlas)	?id=re_08_09_2th_plr2013@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Solaranlagen - Thermie auf Prognosegebietsebene (Umweltatlas)	?id=re_08_09_2th_prg2013@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Soziale Stadt (Quartiersmanagement)	?id=re_quartier@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Spielplatzbestand Berlin	?id=re_spielplatzbestand@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Spielplatzversorgung auf der Ebene der Planungsräume	?id=re_spielplr@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Spielplatzversorgung auf der Ebene der Versorgungseinheiten	?id=re_spielversorg@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Städtebauliche Dichte - Geschossflächenzahl (GFZ) 2008 (LOR)	?id=re_06_09_03gfz2008@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Städtebauliche Dichte - Geschossflächenzahl (GFZ) 2011 (LOR)	?id=re_06_09_03gfz2011@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Städtebauliche Dichte - GFZ/GRZ 2011 (Umweltatlas)	?id=re_06_09gfz_grz2011@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Standorte Öffentlicher Schulen	?id=re_schulstand@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Suchräume zur Erweiterung der Ladeinfrastruktur für Elektroautos	?id=re_suchraeume@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Teilverkehrszellen	?id=re_vkz_teil@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Tempolimits	?id=re_vms_tempolimits@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Übergeordnetes Straßennetz: Bestand	?id=re_verkehr_strnetz@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Umweltzone Berlin	?id=re_umweltzone2007@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Verdunstung aus Niederschlägen 2005	?id=re_02_13_05verd2005@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Verkehrsbedingte Emissionen 2009 (Umweltatlas)	?id=re_03_11_1emiss_kfzverkehr2009@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Verkehrsbedingte Luftbelastung 2009	?id=re_03_11_2luftbelastverkehr2009@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Verkehrszellen	?id=re_vkz@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Verlauf der Berliner Mauer, 1989 - Grenzstreifen -	?id=re_grenz4326@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Verlauf der Berliner Mauer, 1989 - Hinterlandmauer -	?id=re_hinterl4326@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Verlauf der Berliner Mauer, 1989 - polit. Grenze abweichend vom Mauerverlauf -	?id=re_politgr4326@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Verlauf der Berliner Mauer, 1989 - Vorderlandmauer -	?id=re_vorderl4326@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Wasserhaushalt 2012	?id=re_02_13whaus2012@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Wasserschutzgebiete 2009	?id=re_wsg_bso@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Wohnatlas 2010	?id=re_wohnatlas_2010@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Wohnatlas 2011	?id=re_wohnatlas_2011@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Wohnatlas 2012: Anteil Sozialmietwohnungen	?id=re_wohnatlas_2012@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Wohnlagen nach Adressen zum Berliner Mietspiegel 2013	?id=re_wohnlagenadr2013@senstadt&type=WFS&themeType=spatial&showCapUrl=true
Wohnlagen nach Adressen zum Berliner Mietspiegel 2015	?id=re_wohnlagenadr2015@senstadt&type=WFS&themeType=spatial&showCapUrl=true
